0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.189922,0.301703,0.436937,0.682171,0.850829,0.881543,0.938272,0.960212,0.966752,0.93617,0.970667,0.961538
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128617,0.367021,0.877828,0.965753,0.908163,0.956916,0.978166,0.967177,0.979424,0.968254,0.905405,0.959821
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129032,0.228723,0.318538,0.40396,0.541593,0.577703,0.6629,0.695187,0.665399,0.632207,0.564756,0.557143
0.0,0.0,0.0,0.0,0.0,0.0,0.0813309,0.15814,0.197531,0.244604,0.376997,0.534328,0.766727,0.909091,0.918919,0.88,0.878143,0.899582,0.934211,0.9718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104439,0.182692,0.26776,0.363636,0.505967,0.599278,0.813483,0.856566,0.901235,0.861925,0.927152,0.904306,0.942857
0.0,0.0,0.0,0.0,0.197802,0.277286,0.228426,0.255814,0.140294,0.319192,0.449679,0.57874,0.678643,0.767296,0.886555,0.910638,0.884774,0.897436,0.892523,0.924939
0.0,0.0,0.0,0.0,0.0,0.0,0.0616016,0.142857,0.152846,0.307385,0.497018,0.586826,0.731313,0.747664,0.85124,0.850622,0.875,0.901869,0.921875,0.968254
0.0,0.0,0.0119048,0.047619,0.22449,0.323232,0.631579,0.766197,0.834821,0.860558,0.818533,0.85389,0.874251,0.803119,0.816495,0.847966,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0634921,0.115207,0.163355,0.217304,0.167939,0.386157,0.55,0.85654,0.873016,0.962963,0.9625,0.966245,0.947867,0.970149,0.95935,0.936782,0.955056,0.938272,0.96
0.0,0.0,0.0,0.0655738,0.115578,0.14433,0.188,0.165785,0.272727,0.328638,0.528384,0.64257,0.693878,0.893709,0.949227,0.948775,0.940919,0.930788,0.969231,0.963788
1.0,0.0,0.0,0.0642857,0.10728,0.132867,0.134897,0.289017,0.31477,0.534562,0.702929,0.84787,0.904762,0.902857,0.917323,0.941704,0.938272,0.926829,0.910663,0.925373
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
